7108.27400817	2676.1935525	1398.33655504	1433.1104585	1516.13921481	1069.56659988	1029.73750604	1126.94774292	1268.03043669	776.874718216	1332.39527446	1195.39830379	509.035950041	365.002560794	228.796138514	253.71796877	448.378834215	262.144987089	93.5350796194	518.740338099	159.250543138	250.33287435	212.976154011	188.770253197	44.3593162221	283.277657781	0	0	186.410459243	135.11420971	86.1508825812	92.4716418125	90.7776441158	0	94.9582161738	0	46.652545838	46.4472639319	0	92.0157557847	101.610640918	105.002613337	49.441553835	98.6856481792	0	206.442415001	214.107710361	57.1028507871	121.300823458	0	123.296585243	0	155.594793884	153.522980935	202.073281868	154.050068474	47.5900459663	151.824837385	176.043686255	0	40.6567230602	167.836185646	88.2012057002	0	143.933652746	0	125.775848103	134.477115946	0	0	140.239742458	109.385933038	97.3083498728	89.5149827587	43.4682693661	135.262659607	0	58.0258635305	54.2970028735	0	111.864255734	0	0	95.5909721541	0	0	0	43.6797177349	113.535461885	0	46.2251428556	0	85.2906117624	0	0	0	0	130.419444369	0	0	0	0	129.96149874	0	45.8952730902	47.0235085595	83.7412998859	0	105.062963039	0	42.4746148967	91.8120893412	0	47.7098109326	57.6740143552	102.162975676	0	0	51.9543523051	0	96.2747816871	0	0	0	91.5200762072	51.6931241234	0	0	0	0	0	0	0	0	0	0	96.5901039316	0	0	0	0	47.3002736419	0	0	95.2983683118	84.4390312235	0	0	82.3686409126	0	0
2676.1935525	4787.92469936	2390.54786781	1475.28836845	1101.22641507	1063.07797099	909.76933705	952.09435492	604.962147741	627.381407934	847.55978885	807.939487217	556.542617813	453.485296963	272.889749618	151.307258551	0	260.554659252	325.386740145	229.152599923	158.284434365	248.814205834	211.68411364	234.531325321	88.1804123073	281.55912656	42.6408172799	45.5659045409	0	89.5296842203	85.6282399465	45.9553268412	0	0	47.1910715004	138.588316916	92.7390473421	46.1654871274	45.8168625423	137.186299997	100.994210169	104.36560486	196.566447529	49.0434810902	114.690776652	153.892509141	53.2022013237	56.7564308377	0	53.6244810016	0	0	51.5502876888	152.59161897	50.2118462056	0	141.904009093	0	87.4878501305	42.361474447	80.8201502604	41.7044978113	43.8330622913	46.3610862728	95.3736435772	0	0	89.107531705	0	46.7974346617	185.85195272	0	0	133.457897229	172.818259677	0	0	0	107.935209742	128.793824638	55.5928102211	0	200.331835906	0	141.346267617	142.350615524	98.0614114063	0	0	46.4596341213	0	0	0	0	0	0	0	0	100.30337305	0	0	0	43.0576915929	0	0	0	0	0	104.425588445	0	0	45.6275512249	0	0	114.648258774	0	0	45.5052148865	0	0	0	50.2211886888	0	0	0	0	0	0	0	0	0	0	55.8842122082	97.6699620438	0	0	48.0020653771	0	0	0	0	94.0266439436	44.1341655766	93.8360100416	47.3601157865	0	0	42.5353218204	0	0	0
1398.33655504	2390.54786781	6042.08060461	2870.75987167	1998.76228385	1444.21768163	1247.82819373	819.376098218	842.929251569	655.625491544	553.572551871	645.650440883	1110.32270987	426.510676396	237.645811049	210.825280034	407.506583615	54.4569138919	291.458850688	299.336026027	165.410241317	260.015572569	221.213920754	294.10762927	0	0	133.6813927	47.6172359979	48.4051709336	46.7801105375	0	48.0241897008	0	49.9796450695	49.3155663487	48.2758081187	96.9140665153	241.219055964	335.156443143	95.5748600253	211.081737034	54.5320200131	102.707836216	0	59.9270203634	0	333.583867354	59.3115485982	0	56.0386015123	64.0328049022	0	53.8710300908	0	52.4723333105	426.689642607	0	0	45.7132328282	0	126.687888909	0	0	48.4482160162	0	97.5537013356	0	0	97.6553622593	0	145.664116336	170.425355141	0	46.4886794352	45.1495912278	93.6630156314	0	0	0	67.2959969153	174.286628835	0	104.675287414	49.6441816154	0	49.5863659619	51.2380190437	45.3692182698	0	48.5512003903	48.0130986307	0	0	0	0	0	91.3549909177	0	0	0	44.465755212	0	44.9961058112	149.905903279	47.6704697365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.4597281605	49.999311016	0	0	0	0	53.6925775398	0	0	0	0	0	0	0	0	59.2749096596	0	0	49.8449564174	0	0	0	0	0	0	0	43.8525365631	0	44.4502194739	0	0	137.820405427
1433.1104585	1475.28836845	2870.75987167	7199.70586378	2992.89098046	1829.83420787	1033.09207938	1017.55709803	771.331480718	1199.87431982	861.139283104	818.043760355	483.815591246	433.647981402	478.412783706	482.294851908	639.245629196	49.8313849584	400.053835689	273.91065117	0	380.688075496	283.393849515	44.8543917443	210.807594273	134.621285073	285.428725558	174.290656454	44.2936724537	299.64650418	0	43.9450514776	43.1400174745	45.7344119515	0	88.3505952363	0	176.584073947	131.437932533	87.4568039554	193.1526145	199.60044649	140.975865843	93.7962342689	164.510594214	0	0	54.2736706773	288.227332546	0	58.5939070543	0	0	243.194387956	96.0307462905	48.8058685273	135.696542993	0	167.321542111	121.525226989	115.92711578	79.7603424516	125.746870573	0	45.600803701	178.535127974	39.8480803499	0	44.6802949544	0	44.4305056175	103.966369885	0	127.619898866	0	0	47.9468506586	0	51.6068394502	0	0	47.724961667	0	45.4274425086	45.054399809	0	93.7718011909	0	53.9551544588	44.4272982792	87.8698049492	0	121.597289212	0	0	46.6716959962	0	0	47.9578450968	79.2960629415	0	0	0	137.173009632	43.6213762186	0	39.7961543903	0	49.9287914506	0	0	0	0	0	0	0	0	87.0292585492	49.3802562988	0	0	0	54.1881168109	0	0	0	0	0	0	0	0	0	0	0	0	0	91.8045144718	0	0	0	0	44.9567655415	42.2035553112	0	0	0	0	40.6746515692	0	0	0
1516.13921481	1101.22641507	1998.76228385	2992.89098046	6693.40496842	3474.59820321	1177.01807103	1403.38594266	1153.41200602	630.939555407	750.260238775	569.561749441	606.340592327	444.655775307	247.756007548	384.640282618	303.459420676	170.321044285	455.787633446	0	402.377058121	325.292938473	46.1250106434	153.309944105	144.105846665	255.626915935	0	148.929066697	201.857913543	0	0	0	0	104.211871157	205.654419484	100.659224144	0	50.2962538968	0	0	165.046361021	227.407931195	53.538674493	53.431763215	124.953006695	111.774938295	0	0	0	116.845317979	0	173.27307521	168.48861689	277.07519505	0	0	103.067471892	0	0	92.3037362673	0	136.308320852	0	202.037418964	103.907427191	254.259852696	0	48.5403200272	0	0	0	118.450522056	0	0	47.0703961313	0	54.6266018304	0	0	0	0	0	0	155.268601378	153.993561116	0	0	0	61.4719569447	0	50.0557261002	0	46.1792353421	0	53.1968109814	0	0	70.6135187713	0	0	0	99.4828913115	0	104.188913016	49.6985207006	50.9202507406	0	52.0757377756	56.8846581783	0	0	0	53.7719082947	0	0	0	0	0	0	0	52.1264381762	0	61.7373746201	0	0	0	0	0	0	0	0	58.7985994032	0	53.2046071071	0	0	52.2971643538	0	0	0	0	102.439901561	0	0	0	0	94.8821797539	0	44.5971810369	0	47.8945722579
1069.56659988	1063.07797099	1444.21768163	1829.83420787	3474.59820321	7647.64880927	3351.92000361	1231.07374905	1662.23038477	1687.6666081	899.76605322	1139.64994987	606.620815327	498.409391379	454.429266661	352.749875348	0	104.133186002	371.554152222	171.718218208	263.582928758	447.484501819	253.804801372	93.7327092636	0	140.659780278	213.022680626	91.054269122	46.2804840381	44.7267537182	128.333074089	91.8324510387	45.0750813724	95.5716970421	47.1509187389	0	46.3300699277	46.1262069895	91.5557580669	0	0	0	49.0997994936	0	0	51.2538563075	106.313867924	56.708139342	120.46235703	53.5788543412	183.666485297	105.938038636	51.5064258662	50.8205952069	0	0	47.2610897836	100.516920088	43.7067053257	0	40.3756920137	41.6690133288	0	46.3216397084	142.938741646	46.6358493364	41.6354830029	0	93.3688973122	0	0	162.944738675	48.317863186	44.4481146344	0	0	0	0	0	0	111.091017596	99.7313703875	0	0	47.0753341437	0	0	0	112.750671885	0	0	0	42.3505291742	0	48.7862797804	48.7651748417	43.6725366053	0	100.218029418	0	42.5139842427	228.086988644	86.0421114772	95.5506423536	0	46.6984684474	0	0	0	132.998825122	0	0	0	47.3800268997	0	50.7283977978	47.161285902	136.399489634	51.5952287728	0	0	100.356915474	56.6187479203	0	90.8874629306	0	0	0	0	0	0	53.9236256508	111.673325688	97.5868590634	0	0	47.9612225774	142.971215597	42.4580287447	0	47.4195557856	0	0	46.8780845993	0	0	0	0	40.8996425038	0	0
1029.73750604	909.76933705	1247.82819373	1033.09207938	1177.01807103	3351.92000361	5712.75602021	3112.7262124	1885.91237652	1650.61117473	1358.83934599	1015.93616176	811.154367408	290.817791238	583.34264835	269.534909982	59.5413823584	278.487274038	298.098349765	489.847950327	225.571099108	372.314301241	226.25322431	100.269156042	94.2494090011	100.312456334	45.5755617693	194.807869966	148.523555294	47.8457721223	0	147.354575078	0	0	50.438986195	148.126626106	0	0	146.91059286	97.7520771295	0	55.7742718633	0	0	122.584343103	0	170.591491958	0	64.4313973701	0	130.982973597	0	165.294673319	0	107.335330056	218.204864979	151.670520039	107.52646354	140.263772086	135.83097969	43.1912893017	267.448801965	0	297.311264545	203.875425533	249.43999224	133.616795297	0	99.8799736788	100.036514782	148.98237812	0	155.061922401	142.643106459	184.712436844	0	0	123.2864663	115.363825848	68.8290150698	59.4189726601	0	53.5299071647	50.7750873924	0	0	0	92.8054788141	0	0	98.2136959307	0	0	0	0	52.1658123833	0	0	0	0	0	0	0	0	0	0	0	0	0	47.4244976464	0	0	105.505169185	50.6840712044	61.2694494713	0	0	0	0	0	0	53.6776505054	60.5670540705	0	0	0	93.4503493345	46.1298932015	0	0	0	0	119.460860645	0	0	0	51.3057965396	0	0	0	0	50.2490030958	47.1716894208	0	0	0	0	45.462805609	0	0	0
1126.94774292	952.09435492	819.376098218	1017.55709803	1403.38594266	1231.07374905	3112.7262124	8254.39735128	3237.44990848	1219.34275061	1617.24056461	500.329580093	798.956744154	763.852422228	287.285356387	265.481815506	175.938110807	219.439647686	342.551692532	180.930723199	111.089552223	471.491583012	89.1403889134	395.045489093	92.8321463578	197.608042885	134.670676411	0	146.290152573	94.2525956892	180.290681231	0	0	100.699019846	0	48.6330640511	48.8156303122	243.00415169	0	96.2821435916	106.321903633	109.871147702	103.467906015	154.891936724	0	162.010718232	280.043742743	59.7504724282	63.462519013	112.90660904	0	55.8107524782	108.539384797	107.094135266	211.442579316	53.730909765	99.5931968429	158.864323498	0	89.1922932293	0	175.61805137	0	48.8067478204	251.012095758	49.1378144703	43.8691836492	93.8081735885	196.756084373	49.2661146621	293.484151826	0	50.910066625	0	0	141.534226436	0	0	0	67.7940081359	0	52.5409276844	105.449916962	0	99.2017543668	99.9066408566	51.6171962544	137.114893611	0	0	48.3684104315	45.1880617829	44.6225913089	0	102.807226572	102.762752178	46.0155230728	0	0	87.2978953389	0	48.0647239862	0	0	0	49.2037930319	131.436053392	0	0	46.7113582262	0	0	0	99.843832782	0	0	0	0	0	0	0	0	0	0	0	0	0	45.4362212192	0	114.677171986	97.2157520108	0	58.8322421166	0	59.7135623501	0	0	100.427649066	89.4717162405	51.8805712777	0	0	0	0	0	44.177058916	45.8419103119	0	0	0	0
1268.03043669	604.962147741	842.929251569	771.331480718	1153.41200602	1662.23038477	1885.91237652	3237.44990848	8312.62823056	3978.7779138	1706.75597612	900.745419538	863.019085427	515.687507221	172.400339804	334.563609992	475.113166612	345.675844903	220.249012051	0	249.993727398	235.78562603	240.719718175	44.4501270972	167.126098365	222.346612331	242.448177661	172.719805797	43.8944614698	0	243.433546255	174.19593021	0	135.966647517	44.7200203037	87.5543070511	43.9414909243	43.7481382818	86.8355372319	0	47.8529410935	0	0	139.426298263	163.027889517	194.44571228	100.832782463	53.7845117462	57.1259181825	50.8165592118	0	0	244.254881147	144.601512141	190.330476542	96.7319798471	0	238.336750768	124.360127131	40.143313918	38.2940951083	158.082953371	41.537845472	175.733981323	0	132.694516988	157.955746784	0	44.2775994107	221.734976733	0	103.029339503	0	0	81.8845158194	0	47.5147142299	0	51.1417161942	0	105.363642858	47.2948250843	47.4604807877	90.036026114	89.2966650498	0	0	41.1414186718	53.4688662577	88.053765899	87.0778500413	0	0	92.8373240198	0	46.2510523094	82.8419371643	245.681118925	0	0	40.3221461929	0	0	0	0	44.2908964019	39.4374787359	0	49.4787921424	0	0	43.2383701474	0	0	0	0	134.189558941	43.1224396681	48.9352008403	0	45.3400491844	47.5914724212	0	58.8545410064	43.1008482582	0	0	40.8995088165	0	0	0	0	0	0	0	0	90.9770967275	90.4001567076	0	0	0	0	83.6463643619	0	89.7604259543	0	41.2646906952	0	0	37.3032299943	0
776.874718216	627.381407934	655.625491544	1199.87431982	630.939555407	1687.6666081	1650.61117473	1219.34275061	3978.7779138	7092.29508617	2498.83278415	1422.74590057	780.257860928	452.521675048	577.62701726	366.026041419	303.212529409	330.91036406	295.177561785	103.938940001	239.315290801	361.142537438	192.031182663	297.86013602	39.9968343677	297.988764116	77.3640159496	82.6710553534	42.0195175316	40.6088365551	0	83.3775913669	81.8501885334	86.7725712652	85.6196255402	83.8144407498	168.258152526	83.7588890241	83.1263730527	82.9665390899	45.8089114182	189.352428824	133.737790032	44.4902430972	52.0213942893	0	241.314321249	51.4871161093	54.6857949774	97.2918782551	55.5855400631	96.1845011835	0	92.2832565668	45.5501362135	0	0	45.6312479615	39.6827023065	38.4285995652	36.6583698007	75.6652343848	39.7635639576	0	43.259537185	84.6843298864	37.8021739474	40.4173567946	42.3862898051	0	42.149325317	49.3142300025	0	121.067553913	0	40.6534534584	90.9702637072	156.958067684	0	175.25474661	100.863054017	0	136.299644949	86.1901536343	42.7411871217	0	0	39.384070456	0	42.1462826519	125.037503272	38.9386541934	0	0	0	0	39.6516794428	0	90.9911236162	0	0	41.4174804661	39.0601793263	0	41.3817387729	0	0	0	0	40.2512821552	0	0	0	0	52.0021090482	0	0	82.5609450017	0	46.4072730527	43.4033572299	0	0	0	41.2598033641	0	39.6577356139	0	0	0	0	0	0	132.903301051	154.365931837	0	0	0	0	0	0	42.6485656571	160.146850244	0	0	38.0674707553	0	0	37.1340810483	0	0
